"","player_id","t_p_value","ks_p_value","ad_p_value","tadj","kadj","aadj"
"66","arizatr01",0.575331804510116,0.0781099278924099,0.069788,0.808799783151902,0.31569429189849,0.201537470588235
"67","stockjo01",0.972219059436374,0.977606243868606,0.90084,0.992686829108719,0.997707514385924,0.949798695652174
"68","malonka01",0.354678976429282,0.296084176571027,0.40493,0.637108531734081,0.61106734313595,0.61372203125
"69","hornaje01",0.717527680638841,0.566786014399765,0.45233,0.870002312774595,0.851680260798146,0.675015538461539
"70","fishede01",0.0032112868999854,0.0119325890387702,0.0038722,0.0346105365887315,0.0997180817326742,0.0313002833333333
"71","divacvl01",0.549626457043649,0.756319776978424,0.80079,0.807784338382333,0.94455306253572,0.882688977272727
"72","ewingpa01",0.99977140799003,0.787099366013727,0.55763,0.99977140799003,0.94455306253572,0.761832535211267
"73","kiddja01",0.340222602927484,0.783202957557099,0.71183,0.622671556301244,0.94455306253572,0.859715731707317
"74","johnsma02",0.434128177392699,0.20936685942337,0.33929,0.710219769566197,0.501616707729185,0.548518833333333
"75","worthja01",0.0440565274091884,0.123737128094823,0.04346,0.158277154025603,0.400083380839928,0.156809481481481
"76","perkisa01",0.826819978405236,0.579493785697708,0.72456,0.916488794212286,0.851680260798146,0.859715731707317
"77","bryanko01",0.00686968432084842,0.0456763094620066,0.011137,0.0666359379122297,0.201841781413316,0.0635464117647059
"78","kerseje01",0.633338864519824,0.876133095031147,0.86234,0.811420159610646,0.94455306253572,0.924218131868132
"79","horryro01",1.55887551223623e-05,0.000282248613313633,5.4953e-06,0.000504036415623047,0.00684452887285561,0.000177681366666667
"80","nashst01",0.56685284421964,0.949311338549079,0.86477,0.808799783151902,0.997707514385924,0.924218131868132
"81","gasolma01",0.435949628482392,0.780585384278405,0.50653,0.710219769566197,0.94455306253572,0.744445606060606
"82","nowitdi01",0.0283914123730144,0.0457785483617829,0.022094,0.125180318190109,0.201841781413316,0.105933238095238
"83","millere01",0.0112821204186017,0.0456054125134142,0.0056999,0.0769545670410098,0.201841781413316,0.0425300230769231
"84","davisda01",0.619862636529479,0.374114171629851,0.57759,0.811420159610646,0.70759596591605,0.778142083333333
"85","thomais01",0.000626779523934883,0.00378259789982104,0.00016493,0.00868537340309767,0.0407679995869601,0.00261747571428571
"86","laimbbi01",0.703412471362291,0.886127099904644,0.76221,0.863683667368889,0.94455306253572,0.882688977272727
"87","dumarjo01",0.282782055808118,0.702875739254789,0.54481,0.559793049252805,0.933958174078282,0.755643857142857
"88","duranke01",0.838010107215869,0.842920223493435,0.72677,0.916488794212286,0.94455306253572,0.859715731707317
"89","curryst01",0.0649497304407283,0.0826972225410793,0.045923,0.21724565009485,0.320865223459388,0.159090392857143
"90","thompkl01",0.840902089534984,0.87658032045654,0.77468,0.916488794212286,0.94455306253572,0.882688977272727
"91","greendr01",4.19664352463893e-05,0.000138062390112999,8.5821e-06,0.00101768605472494,0.00446401728032029,0.000208115925
"92","olajuha01",0.0112578060646899,0.000710859349705098,0.0014869,0.0769545670410098,0.0137906713842789,0.01442293
"93","drexlcl01",0.700851799516487,0.871765634299272,0.61204,0.863683667368889,0.94455306253572,0.802268648648649
"94","robinda01",0.0330386200084447,0.1071115996,0.064654,0.132730002298375,0.371065184328573,0.19707671875
"95","duncati01",0.0493298715010162,0.0721543292558921,0.065015,0.17089276912852,0.304303040774849,0.19707671875
"96","parketo01",0.240790005297977,0.252693901678119,0.085924,0.525918030037763,0.561987436768512,0.238132228571429
"97","ginobma01",0.570562402831948,0.315015073391642,0.20645,0.808799783151902,0.623601267734475,0.426077659574468
