"","player_id","t_p_value","ks_p_value","ad_p_value","tadj","kadj","aadj"
"1","jordami01",2.60361626751986e-07,1.79293196324313e-06,7.1434e-08,2.52550777949426e-05,8.69572002172916e-05,3.464549e-06
"2","greenda01",0.963512221482668,0.861577309300974,0.79991,0.992686829108719,0.94455306253572,0.882688977272727
"3","oaklech01",0.0342087634789626,0.0436301521966263,0.039823,0.132730002298375,0.201841781413316,0.15451324
"4","pippesc01",0.0317027930841032,0.159807925215533,0.037307,0.132730002298375,0.455922610173725,0.150782458333333
"5","grantho01",0.00775886158772043,0.0162452859144856,0.0032908,0.0674458184205126,0.121214825669624,0.0290188727272727
"6","cartwbi01",0.944019757911252,0.883160463809395,0.86705,0.984622758251521,0.94455306253572,0.924218131868132
"7","rodmade01",9.37053286171915e-05,0.00245383843338693,0.00032925,0.0015149028126446,0.0297527910048165,0.00399215625
"8","parisro01",0.937741047532017,0.997707514385924,0.99061,0.984622758251521,0.997707514385924,0.99162
"9","wallabe01",0.00834381258810465,0.0288703802253384,0.0078652,0.0674458184205126,0.175026680116114,0.0508616266666667
"10","korveky01",0.154825422931924,0.131146418599636,0.064428,0.385078616010171,0.40014986909723,0.19707671875
"11","butleji01",0.0128090624946959,0.095742083441792,0.022934,0.077654941374094,0.346405515926994,0.105933238095238
"12","hamilri01",0.0119001907795376,0.00642222655731004,0.0011329,0.0769545670410098,0.0622955976059074,0.0122101444444444
"13","gasolpa01",0.295095946832113,0.467661268135608,0.17789,0.561443208806371,0.768866830663626,0.375115869565217
"14","rondora01",5.98094433051332e-05,0.00145699570549752,4.8055e-05,0.00116030320011958,0.0235547639055433,0.000932267
"15","wadedw01",0.112433423857212,0.54590882164006,0.17614,0.307214560375791,0.84052628093787,0.375115869565217
"16","mchalke01",0.0166808489697789,0.0181677059441148,0.0099327,0.0904158819093106,0.125876248327081,0.06021699375
"17","birdla01",0.426442455828097,0.623360070434032,0.62945,0.710219769566197,0.885348831992669,0.802315974025974
"18","johnsde01",0.0227724508491552,0.132008204238261,0.03159,0.110446386618403,0.40014986909723,0.133227391304348
"19","aingeda01",0.801048733797619,0.982581303609431,0.95459,0.916488794212286,0.997707514385924,0.985055638297872
"20","bowenbr01",0.0241875207320753,0.210192865695136,0.051442,0.111723310048157,0.501616707729185,0.172064620689655
"21","billuch01",0.206536519326689,0.404925745603516,0.33855,0.48863517987046,0.70759596591605,0.548518833333333
"22","piercpa01",0.874870250400551,0.415803815022833,0.29643,0.932554003174214,0.70759596591605,0.532476111111111
"23","paytoga01",0.017710327384298,0.0123362575339391,0.027172,0.0904158819093106,0.0997180817326742,0.119803818181818
"24","allenra02",0.608858062497186,0.0353692655325078,0.018578,0.811420159610646,0.201812868038427,0.100114777777778
"25","garneke01",0.118255286260258,0.412668446020888,0.22424,0.307214560375791,0.70759596591605,0.453151666666667
"26","cassesa01",0.0960055875883507,0.180011084806432,0.15167,0.282198242305152,0.485029867395109,0.358829024390244
"27","wallara01",0.857022450601356,0.696681985469981,0.29158,0.923679752314794,0.933958174078282,0.532476111111111
"28","finlemi01",0.19870856233322,0.570892109264783,0.34924,0.481868263658058,0.851680260798146,0.555040158730159
"29","onealsh01",0.232512417032222,0.430850476065597,0.24759,0.524504754700595,0.720560278937291,0.470906470588235
"30","terryja01",0.605682976347906,0.971783101522128,0.93313,0.811420159610646,0.997707514385924,0.973264623655914
"31","smartma01",0.268664300830023,0.138175290754095,0.30698,0.559048112935336,0.406151612216581,0.541401090909091
"32","princta01",0.0406729723298063,0.0964221539178232,0.043648,0.15174147369197,0.346405515926994,0.156809481481481
"33","horfoal01",0.12035209581732,0.629784220695816,0.27097,0.307214560375791,0.885348831992669,0.505463269230769
"34","brownja02",0.103634680974302,0.120762985719977,0.14656,0.29566364866198,0.400083380839928,0.358829024390244
"35","irvinky01",0.67117253526765,0.51694766816189,0.35998,0.845503063908598,0.808772964704892,0.555040158730159
"36","tatumja01",0.0764028553453562,0.203838924414127,0.12555,0.247035898949985,0.501616707729185,0.3382875
"37","holidjr01",0.0169663223869535,0.177057504292716,0.021385,0.0904158819093106,0.485029867395109,0.105933238095238
"38","cheekma01",0.439311197669813,0.488461101427266,0.53342,0.710219769566197,0.789678780640746,0.755643857142857
"39","malonmo01",0.243982591254632,0.720020441165552,0.31287,0.525918030037763,0.943810578284575,0.541935535714286
"40","barklch01",0.228311369478666,0.254922136266129,0.23009,0.524504754700595,0.561987436768512,0.455484285714286
"41","robincl01",0.430436542892892,0.626211487462685,0.63689,0.710219769566197,0.885348831992669,0.802315974025974
"42","mckeyde01",0.415394145169837,0.401644152949102,0.33899,0.710219769566197,0.70759596591605,0.548518833333333
"43","iguodan01",0.625374139729363,0.870336134739162,0.65633,0.811420159610646,0.94455306253572,0.816205256410256
"44","howardw01",0.300979864514756,0.381712745808414,0.36049,0.561443208806371,0.70759596591605,0.555040158730159
"45","hillge01",0.807626865336049,0.995268220841956,0.99162,0.916488794212286,0.997707514385924,0.99162
"46","millspa01",0.0878190830912154,0.0443238077040794,0.070642,0.266201595620247,0.201841781413316,0.201537470588235
"47","hardeja01",0.60010607929457,0.413415306436917,0.33651,0.811420159610646,0.70759596591605,0.548518833333333
"48","lowryky01",0.0806634809165558,0.306590675053433,0.16069,0.252398633835675,0.619568655837145,0.365126046511628
"49","johnske02",0.635751877633083,0.253132306876766,0.14845,0.811420159610646,0.561987436768512,0.358829024390244
"50","majerda01",0.49951046841569,0.212023556875223,0.24509,0.75707055369253,0.501616707729185,0.470906470588235
"51","jamesle01",7.80053509009873e-07,1.25429764563706e-06,3.2969e-08,3.78325951869789e-05,8.69572002172916e-05,3.197993e-06
"52","mariosh01",0.47617210888328,0.496784042014185,0.62166,0.736674876774152,0.789968066809442,0.802315974025974
"53","smithjr01",0.746497045473842,0.669321667874436,0.54531,0.88305138306052,0.914425377236906,0.755643857142857
"54","jefferi01",0.73757954565594,0.284661748937714,0.14382,0.88305138306052,0.61106734313595,0.358829024390244
"55","jacksma01",0.281758733938694,0.642076335394809,0.51486,0.559793049252805,0.889734350475663,0.745394328358209
"56","odomla01",0.98384345243488,0.796791608443074,0.97448,0.994091821731077,0.94455306253572,0.99162
"57","paulch01",0.518284153048314,0.291034404319634,0.17251,0.773439428395177,0.61106734313595,0.375115869565217
"58","martike01",0.270878982556297,0.324331461204342,0.16186,0.559048112935336,0.629203034736424,0.365126046511628
"59","leonaka01",0.00311530484073247,0.0020025625559411,0.00018889,0.0346105365887315,0.027749795418041,0.00261747571428571
"60","georgpa01",0.457656747541367,0.850771638981188,0.80027,0.727749254287092,0.94455306253572,0.882688977272727
"61","ibakase01",0.478458940585274,0.815155305767048,0.77095,0.736674876774152,0.94455306253572,0.882688977272727
"62","westbru01",0.797889233698502,0.765080098314085,0.67287,0.916488794212286,0.94455306253572,0.826182151898734
"63","bibbymi01",0.840256179502328,0.766720522775147,0.60907,0.916488794212286,0.94455306253572,0.802268648648649
"64","portete01",0.119890126755171,0.0261856290510983,0.0067178,0.307214560375791,0.169333734530435,0.0465447571428571
"65","greenac01",0.296131384525788,0.192572174728225,0.12936,0.561443208806371,0.501616707729185,0.339132972972973
