"","player_id","seconds","bpm","total","vorp","year","type"
"1","winslju01",2218,5.9,2880,6.1,2020,"reg"
"2","herroty01",2034,-0.1,2880,1.3,2020,"reg"
"3","nunnke01",1591,7,2880,5,2020,"reg"
"4","adebaba01",1443,0.8,2880,1.4,2020,"reg"
"5","leoname01",1121,-6.5,2880,-1.8,2020,"reg"
"6","dragigo01",1507,8.7,2880,5.6,2020,"reg"
"7","robindu01",1376,-7.8,2880,-2.8,2020,"reg"
"8","olynyke01",1333,2.6,2880,2.1,2020,"reg"
"9","jonesde02",954,-7.3,2880,-1.8,2020,"reg"
"10","silvach01",683,8.2,2880,2.4,2020,"reg"
"11","maconda01",70,-3.4,2880,0,2020,"reg"
"12","okpalkz01",70,-32.1,2880,-0.7,2020,"reg"
"13","winslju01",2440,-6.7,3180,-3.6,2020,"reg"
"14","adebaba01",2308,7,3180,6.5,2020,"reg"
"15","herroty01",1940,-10.6,3180,-5.2,2020,"reg"
"16","nunnke01",1711,4.6,3180,3.6,2020,"reg"
"17","leoname01",1410,3.4,3180,2.4,2020,"reg"
"18","dragigo01",2071,5.5,3180,4.9,2020,"reg"
"19","olynyke01",1660,3.4,3180,2.8,2020,"reg"
"20","robindu01",1398,1.2,3180,1.4,2020,"reg"
"21","jonesde02",932,14.6,3180,4.9,2020,"reg"
"22","silvach01",30,-6,3180,0,2020,"reg"
"23","winslju01",2562,-0.7,2880,1.2,2020,"reg"
"24","nunnke01",2414,0.7,2880,2.3,2020,"reg"
"25","herroty01",2102,-10.8,2880,-6.4,2020,"reg"
"26","adebaba01",1896,2.5,2880,3,2020,"reg"
"27","leoname01",847,-1.2,2880,0.2,2020,"reg"
"28","dragigo01",1646,-6,2880,-2.3,2020,"reg"
"29","robindu01",1394,13.9,2880,7.7,2020,"reg"
"30","olynyke01",781,-17.5,2880,-4.2,2020,"reg"
"31","silvach01",670,-0.4,2880,0.4,2020,"reg"
"32","okpalkz01",88,-7.4,2880,-0.2,2020,"reg"
"33","adebaba01",1964,9.7,2880,8,2020,"reg"
"34","butleji01",1840,4.2,2880,4,2020,"reg"
"35","winslju01",1812,-9.7,2880,-4.8,2020,"reg"
"36","nunnke01",1780,-5.2,2880,-2,2020,"reg"
