"","player_id","seconds","bpm","total","vorp","year","type"
"1","middlkh01",2000,-6.8,2880,-3.3,2020,"reg"
"2","matthwe02",1823,2.7,2880,3,2020,"reg"
"3","antetgi01",1690,23.1,2880,14.7,2020,"reg"
"4","lopezbr01",1613,6.5,2880,4.8,2020,"reg"
"5","bledser01",965,-7.7,2880,-1.9,2020,"reg"
"6","hillge01",1847,2.8,2880,3.1,2020,"reg"
"7","ilyaser01",1204,1.5,2880,1.5,2020,"reg"
"8","connapa01",1008,7.8,2880,3.4,2020,"reg"
"9","lopezro01",995,-14.1,2880,-4.2,2020,"reg"
"10","korveky01",914,1.4,2880,1.1,2020,"reg"
"11","brownst02",341,-16,2880,-1.7,2020,"reg"
"12","middlkh01",2243,2.6,3180,3.2,2020,"reg"
"13","antetgi01",2198,8.9,3180,7.5,2020,"reg"
"14","lopezbr01",2079,-2,3180,0,2020,"reg"
"15","bledser01",1994,-8.4,3180,-4,2020,"reg"
"16","matthwe02",1807,5.7,3180,4.4,2020,"reg"
"17","hillge01",1727,-1.3,3180,0.4,2020,"reg"
"18","ilyaser01",1228,6.1,3180,3.1,2020,"reg"
"19","korveky01",1061,1.1,3180,1,2020,"reg"
"20","connapa01",782,-7.4,3180,-1.3,2020,"reg"
"21","lopezro01",766,-9.3,3180,-1.8,2020,"reg"
"22","brownst02",15,-3.6,3180,0,2020,"reg"
"23","antetgi01",1752,-4,2880,-1.2,2020,"reg"
"24","middlkh01",1721,1.5,2880,2.1,2020,"reg"
"25","matthwe02",1707,2,2880,2.4,2020,"reg"
"26","lopezbr01",1656,9.1,2880,6.4,2020,"reg"
"27","bledser01",1584,-4.3,2880,-1.3,2020,"reg"
"28","connapa01",1255,16.4,2880,8,2020,"reg"
"29","ilyaser01",1166,-4.7,2880,-1.1,2020,"reg"
"30","hillge01",1162,17.7,2880,7.9,2020,"reg"
"31","korveky01",1085,6.6,2880,3.2,2020,"reg"
"32","lopezro01",1044,-8.5,2880,-2.4,2020,"reg"
"33","divindo01",134,-28.6,2880,-1.2,2020,"reg"
"34","wilsodj01",134,-27.1,2880,-1.2,2020,"reg"
"35","antetgi01",2078,9.3,2880,8.2,2020,"reg"
"36","middlkh01",2033,10.4,2880,8.8,2020,"reg"
"37","matthwe02",1805,-5.9,2880,-2.4,2020,"reg"
"38","bledser01",1667,-4.5,2880,-1.4,2020,"reg"
"39","lopezbr01",1614,-5.4,2880,-1.9,2020,"reg"
"40","connapa01",1279,-4.6,2880,-1.2,2020,"reg"
"41","hillge01",1213,6.8,2880,3.7,2020,"reg"
"42","korveky01",982,1.6,2880,1.2,2020,"reg"
"43","ilyaser01",919,-2.7,2880,-0.2,2020,"reg"
"44","lopezro01",810,0.2,2880,0.6,2020,"reg"
"45","antetgi01",1816,9.4,2880,7.2,2020,"reg"
"46","bledser01",1624,7.9,2880,5.6,2020,"reg"
"47","lopezbr01",1515,-11.3,2880,-4.9,2020,"reg"
"48","middlkh01",1223,4.3,2880,2.7,2020,"reg"
"49","matthwe02",1176,-7,2880,-2,2020,"reg"
"50","brownst02",1285,3,2880,2.2,2020,"reg"
"51","lopezro01",1079,13.4,2880,5.8,2020,"reg"
"52","divindo01",1042,21.2,2880,8.4,2020,"reg"
"53","ilyaser01",1014,6.5,2880,3,2020,"reg"
"54","connapa01",983,-7.8,2880,-2,2020,"reg"
