"","player_id","seconds","bpm","total","vorp","year","type"
"1","crowdja01",1817,0.9,2880,1.8,2020,"reg"
"2","jacksja02",1796,-3.5,2880,-0.9,2020,"reg"
"3","moranja01",1509,-6,2880,-2.1,2020,"reg"
"4","brookdi01",1090,-3.1,2880,-0.4,2020,"reg"
"5","valanjo01",969,-10.2,2880,-2.8,2020,"reg"
"6","gudurma01",1446,-5.7,2880,-1.9,2020,"reg"
"7","jonesty01",1443,4.3,2880,3.2,2020,"reg"
"8","clarkbr01",1383,3,2880,2.4,2020,"reg"
"9","anderky01",1250,-2.4,2880,-0.2,2020,"reg"
"10","allengr01",1248,-8.8,2880,-2.9,2020,"reg"
"11","cabocbr01",284,-12.9,2880,-1.1,2020,"reg"
"12","meltode01",165,25.2,2880,1.6,2020,"reg"
"13","jacksja02",1923,2.5,2880,3,2020,"reg"
"14","crowdja01",1854,0.2,2880,1.4,2020,"reg"
"15","brookdi01",1780,-13.1,2880,-6.9,2020,"reg"
"16","moranja01",1700,-1,2880,0.6,2020,"reg"
"17","valanjo01",1108,-5.8,2880,-1.5,2020,"reg"
"18","clarkbr01",1517,9.2,2880,5.9,2020,"reg"
"19","anderky01",1212,15.1,2880,7.2,2020,"reg"
"20","jonesty01",1180,-12.4,2880,-4.3,2020,"reg"
"21","allengr01",1101,-2.6,2880,-0.2,2020,"reg"
"22","gudurma01",1025,-8.8,2880,-2.4,2020,"reg"
"23","crowdja01",2263,0.3,3180,1.6,2020,"reg"
"24","brookdi01",2251,0.5,3180,1.8,2020,"reg"
"25","moranja01",1941,3,3180,3.1,2020,"reg"
"26","jacksja02",1424,0.7,3180,1.2,2020,"reg"
"27","valanjo01",1182,20,3180,8.2,2020,"reg"
"28","clarkbr01",1551,-6.1,3180,-2,2020,"reg"
"29","hillso01",1460,4.9,3180,3.2,2020,"reg"
"30","anderky01",1421,7,3180,4,2020,"reg"
"31","jonesty01",1235,-14.2,3180,-4.7,2020,"reg"
"32","allengr01",830,-11.9,3180,-2.6,2020,"reg"
"33","gudurma01",342,-12.1,3180,-1.1,2020,"reg"
"34","crowdja01",1620,-6.4,2880,-2.5,2020,"reg"
"35","moranja01",1516,1,2880,1.6,2020,"reg"
"36","valanjo01",1366,3.8,2880,2.8,2020,"reg"
"37","brookdi01",1356,3.6,2880,2.6,2020,"reg"
"38","jacksja02",1085,-6.7,2880,-1.8,2020,"reg"
"39","gudurma01",1377,-8.9,2880,-3.3,2020,"reg"
"40","allengr01",1273,-3.2,2880,-0.5,2020,"reg"
"41","clarkbr01",1111,-2.1,2880,0,2020,"reg"
"42","anderky01",1015,-7.6,2880,-2,2020,"reg"
"43","jonesty01",980,-3.9,2880,-0.6,2020,"reg"
"44","hillso01",808,12.8,2880,4.2,2020,"reg"
"45","cabocbr01",509,-18.1,2880,-2.8,2020,"reg"
"46","meltode01",384,-12.9,2880,-1.5,2020,"reg"
"47","moranja01",1723,6.2,2880,4.9,2020,"reg"
"48","crowdja01",1603,-13.7,2880,-6.5,2020,"reg"
"49","valanjo01",1450,-1.2,2880,0.4,2020,"reg"
"50","brookdi01",1424,0.4,2880,1.2,2020,"reg"
"51","jacksja02",1338,-8.6,2880,-3.1,2020,"reg"
"52","hillso01",1399,-7.6,2880,-2.7,2020,"reg"
"53","jonesty01",1330,0.6,2880,1.2,2020,"reg"
"54","clarkbr01",1325,15.1,2880,7.9,2020,"reg"
"55","anderky01",1173,-3.6,2880,-0.7,2020,"reg"
"56","gudurma01",733,1,2880,0.8,2020,"reg"
"57","allengr01",608,3.3,2880,1.1,2020,"reg"
"58","cabocbr01",294,-4.9,2880,-0.3,2020,"reg"
"59","brookdi01",1903,-2.1,2880,-0.1,2020,"reg"
"60","crowdja01",1755,-6.4,2880,-2.7,2020,"reg"
"61","moranja01",1703,8.5,2880,6.2,2020,"reg"
"62","valanjo01",1429,-1.1,2880,0.4,2020,"reg"
"63","clarkbr01",1222,-0.9,2880,0.5,2020,"reg"
"64","jonesty01",1521,4.1,2880,3.2,2020,"reg"
"65","anderky01",1492,0.6,2880,1.3,2020,"reg"
"66","cabocbr01",1451,9.9,2880,6,2020,"reg"
"67","gudurma01",1030,-15.7,2880,-4.9,2020,"reg"
"68","hillso01",894,-17.2,2880,-4.7,2020,"reg"
"69","crowdja01",2033,8.5,2880,7.4,2020,"reg"
"70","brookdi01",1821,2.9,2880,3.1,2020,"reg"
"71","valanjo01",1630,-2.6,2880,-0.3,2020,"reg"
"72","moranja01",1544,-5.1,2880,-1.7,2020,"reg"
"73","jacksja02",901,-23.3,2880,-6.7,2020,"reg"
"74","jonesty01",1424,-2.4,2880,-0.2,2020,"reg"
"75","clarkbr01",1316,11.3,2880,6.1,2020,"reg"
"76","anderky01",1137,-0.5,2880,0.6,2020,"reg"
"77","gudurma01",988,4.8,2880,2.3,2020,"reg"
"78","cabocbr01",832,0.8,2880,0.8,2020,"reg"
"79","hillso01",774,14.7,2880,4.5,2020,"reg"
"80","jacksja02",1799,-4.9,2880,-1.8,2020,"reg"
"81","moranja01",1551,-16.8,2880,-8,2020,"reg"
"82","crowdja01",1458,4.4,2880,3.2,2020,"reg"
"83","brookdi01",1335,-8.2,2880,-2.9,2020,"reg"
"84","valanjo01",1316,-0.6,2880,0.6,2020,"reg"
"85","gudurma01",1488,1.5,2880,1.8,2020,"reg"
"86","clarkbr01",1475,-0.1,2880,1,2020,"reg"
"87","anderky01",1235,-2.1,2880,0,2020,"reg"
"88","jonesty01",1070,2.9,2880,1.8,2020,"reg"
"89","hillso01",1023,-6.8,2880,-1.7,2020,"reg"
"90","cabocbr01",334,-9.2,2880,-0.8,2020,"reg"
"91","meltode01",316,-20.6,2880,-2,2020,"reg"
"92","crowdja01",1839,9.8,2880,7.5,2020,"reg"
"93","jacksja02",1773,-5.7,2880,-2.3,2020,"reg"
"94","jonesty01",1670,2.2,2880,2.4,2020,"reg"
"95","valanjo01",1398,-10.4,2880,-4.1,2020,"reg"
"96","brookdi01",1189,-13.2,2880,-4.6,2020,"reg"
"97","gudurma01",1691,3.7,2880,3.3,2020,"reg"
