"","player_id","seconds","bpm","total","vorp","year","type"
"1","harriga01",2114,-15,2880,-9.5,2020,"reg"
"2","murraja01",2027,-1.6,2880,0.3,2020,"reg"
"3","millspa01",1906,4.9,2880,4.6,2020,"reg"
"4","bartowi01",1886,9.4,2880,7.5,2020,"reg"
"5","jokicni01",1434,4.1,2880,3,2020,"reg"
"6","grantje01",1249,3.6,2880,2.4,2020,"reg"
"7","plumlma01",1168,7.9,2880,4,2020,"reg"
"8","craigto01",962,14.1,2880,5.4,2020,"reg"
"9","morrimo01",851,-5.9,2880,-1.2,2020,"reg"
"10","beaslma01",803,-5.7,2880,-1,2020,"reg"
"11","murraja01",2437,2.8,3180,3.7,2020,"reg"
"12","jokicni01",2432,9.9,3180,9.1,2020,"reg"
"13","harriga01",2048,-1,3180,0.6,2020,"reg"
"14","millspa01",1294,4.7,3180,2.7,2020,"reg"
"15","bartowi01",1239,2,3180,1.6,2020,"reg"
"16","grantje01",1889,-6.8,3180,-2.9,2020,"reg"
"17","beaslma01",1723,7.4,3180,5.1,2020,"reg"
"18","craigto01",1379,-8.5,3180,-2.8,2020,"reg"
"19","morrimo01",743,-20,3180,-4.2,2020,"reg"
"20","plumlma01",716,-8.5,3180,-1.5,2020,"reg"
"21","murraja01",1858,3.1,2880,3.3,2020,"reg"
"22","harriga01",1752,10.1,2880,7.4,2020,"reg"
"23","bartowi01",1745,0.7,2880,1.6,2020,"reg"
"24","jokicni01",1707,-4.9,2880,-1.7,2020,"reg"
"25","millspa01",1495,-7.9,2880,-3.1,2020,"reg"
"26","grantje01",1438,-2.6,2880,-0.3,2020,"reg"
"27","beaslma01",1176,13,2880,6.1,2020,"reg"
"28","plumlma01",1120,16.6,2880,7.2,2020,"reg"
"29","craigto01",1092,-6.1,2880,-1.6,2020,"reg"
"30","morrimo01",1017,-11.5,2880,-3.4,2020,"reg"
"31","bartowi01",2210,0.3,2880,1.8,2020,"reg"
"32","harriga01",2038,1.5,2880,2.5,2020,"reg"
"33","murraja01",2011,-3.1,2880,-0.8,2020,"reg"
"34","jokicni01",1976,8,2880,6.9,2020,"reg"
"35","millspa01",1875,6.7,2880,5.7,2020,"reg"
"36","grantje01",1010,-17.9,2880,-5.6,2020,"reg"
"37","plumlma01",899,10.6,2880,3.9,2020,"reg"
"38","beaslma01",861,-12,2880,-3,2020,"reg"
"39","morrimo01",850,1.4,2880,1,2020,"reg"
"40","craigto01",670,1,2880,0.7,2020,"reg"
"41","harriga01",1677,-2.5,2880,-0.3,2020,"reg"
"42","jokicni01",1628,7.5,2880,5.4,2020,"reg"
"43","murraja01",1577,-2.1,2880,-0.1,2020,"reg"
"44","craigto01",1175,-14.1,2880,-4.9,2020,"reg"
"45","millspa01",911,-9,2880,-2.2,2020,"reg"
"46","beaslma01",1654,-7.7,2880,-3.3,2020,"reg"
"47","grantje01",1528,0.8,2880,1.5,2020,"reg"
"48","morrimo01",1303,2.6,2880,2.1,2020,"reg"
"49","portemi01",1252,3.6,2880,2.4,2020,"reg"
"50","plumlma01",927,1.4,2880,1.1,2020,"reg"
"51","hernaju01",325,-12.8,2880,-1.2,2020,"reg"
"52","vandeja01",325,2.4,2880,0.5,2020,"reg"
"53","cancavl01",118,-6.4,2880,-0.2,2020,"reg"
"54","harriga01",2073,3.3,2880,3.8,2020,"reg"
"55","murraja01",1936,6.4,2880,5.6,2020,"reg"
"56","jokicni01",1887,10.2,2880,8,2020,"reg"
"57","millspa01",1689,-2.2,2880,-0.1,2020,"reg"
"58","craigto01",1679,-1,2880,0.6,2020,"reg"
"59","grantje01",1274,-8.9,2880,-3.1,2020,"reg"
"60","morrimo01",952,12.1,2880,4.7,2020,"reg"
"61","plumlma01",923,-4.4,2880,-0.8,2020,"reg"
"62","beaslma01",807,-24.3,2880,-6.2,2020,"reg"
"63","hernaju01",734,1.9,2880,1,2020,"reg"
"64","portemi01",446,-4.2,2880,-0.3,2020,"reg"
"65","murraja01",1953,2.4,2880,3,2020,"reg"
"66","bartowi01",1939,4.4,2880,4.3,2020,"reg"
"67","jokicni01",1366,-7.4,2880,-2.6,2020,"reg"
"68","harriga01",1038,-1.2,2880,0.3,2020,"reg"
"69","millspa01",996,9,2880,3.8,2020,"reg"
"70","grantje01",1779,3.2,2880,3.2,2020,"reg"
"71","plumlma01",1409,6.8,2880,4.3,2020,"reg"
"72","morrimo01",1328,13.3,2880,7.1,2020,"reg"
"73","craigto01",1145,2,2880,1.6,2020,"reg"
"74","beaslma01",1044,-6.4,2880,-1.6,2020,"reg"
"75","portemi01",193,18.1,2880,1.3,2020,"reg"
"76","hernaju01",105,-25.6,2880,-0.9,2020,"reg"
"77","vandeja01",105,-32.5,2880,-1.1,2020,"reg"
"78","jokicni01",2267,8.7,2880,8.4,2020,"reg"
"79","murraja01",2245,9.2,2880,8.7,2020,"reg"
"80","bartowi01",2172,4.4,2880,4.8,2020,"reg"
"81","millspa01",2088,4.8,2880,4.9,2020,"reg"
"82","harriga01",2071,-7.9,2880,-4.2,2020,"reg"
"83","morrimo01",985,-15.5,2880,-4.6,2020,"reg"
"84","grantje01",781,-0.6,2880,0.4,2020,"reg"
"85","plumlma01",614,-10.7,2880,-1.9,2020,"reg"
"86","portemi01",481,-9.5,2880,-1.3,2020,"reg"
"87","beaslma01",422,-9.7,2880,-1.1,2020,"reg"
"88","craigto01",274,-1.6,2880,0,2020,"reg"
"89","bartowi01",2265,3.7,3180,4.1,2020,"reg"
"90","jokicni01",2155,9.2,3180,7.6,2020,"reg"
"91","murraja01",2125,-10.5,3180,-5.7,2020,"reg"
"92","harriga01",2090,0.7,3180,1.8,2020,"reg"
"93","millspa01",2077,0.1,3180,1.4,2020,"reg"
"94","morrimo01",1308,-0.7,3180,0.5,2020,"reg"
"95","grantje01",1105,1.4,3180,1.2,2020,"reg"
"96","plumlma01",1024,-5.1,3180,-1,2020,"reg"
"97","craigto01",933,4.1,3180,1.8,2020,"reg"
"98","portemi01",543,-0.3,3180,0.3,2020,"reg"
"99","beaslma01",272,-9.6,3180,-0.7,2020,"reg"
"100","harriga01",2406,-10,2880,-6.7,2020,"reg"
"101","bartowi01",2168,4.3,2880,4.7,2020,"reg"
"102","murraja01",1999,2.5,2880,3.1,2020,"reg"
"103","jokicni01",1844,3.4,2880,3.5,2020,"reg"
"104","millspa01",1795,3.9,2880,3.7,2020,"reg"
"105","morrimo01",1314,4.7,2880,3.1,2020,"reg"
"106","grantje01",1092,-8.4,2880,-2.4,2020,"reg"
"107","plumlma01",1036,-0.6,2880,0.5,2020,"reg"
"108","portemi01",400,-12.8,2880,-1.5,2020,"reg"
"109","craigto01",346,-17.2,2880,-1.8,2020,"reg"
"110","bartowi01",2278,-0.5,2880,1.2,2020,"reg"
"111","harriga01",2122,4.9,2880,5.1,2020,"reg"
"112","murraja01",1720,-9.6,2880,-4.5,2020,"reg"
"113","jokicni01",1682,9,2880,6.4,2020,"reg"
"114","millspa01",1633,0.7,2880,1.5,2020,"reg"
"115","grantje01",1272,7,2880,4,2020,"reg"
"116","plumlma01",1173,-0.4,2880,0.7,2020,"reg"
"117","morrimo01",1160,10.7,2880,5.1,2020,"reg"
"118","hernaju01",1140,-0.8,2880,0.5,2020,"reg"
"119","portemi01",220,-22.8,2880,-1.6,2020,"reg"
"120","murraja01",1873,23.9,2880,16.8,2020,"reg"
"121","jokicni01",1534,-0.4,2880,0.9,2020,"reg"
"122","bartowi01",1427,-6.9,2880,-2.4,2020,"reg"
"123","harriga01",1289,-9.7,2880,-3.4,2020,"reg"
"124","millspa01",1210,21.4,2880,9.8,2020,"reg"
"125","hernaju01",1737,5.6,2880,4.6,2020,"reg"
"126","grantje01",1443,3.4,2880,2.7,2020,"reg"
"127","morrimo01",1158,-2.3,2880,-0.1,2020,"reg"
"128","plumlma01",1019,-0.4,2880,0.6,2020,"reg"
"129","portemi01",794,-21.7,2880,-5.4,2020,"reg"
"130","beaslma01",431,-12.1,2880,-1.5,2020,"reg"
"131","craigto01",362,-23.2,2880,-2.7,2020,"reg"
"132","vandeja01",123,-5.3,2880,-0.1,2020,"reg"
