"","player_id","seconds","bpm","total","vorp","year","type"
"1","gilgesh01",2206,3.3,2880,4.1,2020,"reg"
"2","paulch01",1807,11.9,2880,8.7,2020,"reg"
"3","gallida01",1701,12.4,2880,8.5,2020,"reg"
"4","adamsst01",1662,-11.2,2880,-5.3,2020,"reg"
"5","fergute01",1431,-2.5,2880,-0.2,2020,"reg"
"6","schrode01",1840,-9.3,2880,-4.7,2020,"reg"
"7","diallha01",1380,-2.3,2880,-0.1,2020,"reg"
"8","bazleda01",1155,-10.7,2880,-3.5,2020,"reg"
"9","muscami01",936,0.6,2880,0.8,2020,"reg"
"10","noelne01",282,15.6,2880,1.7,2020,"reg"
"11","gilgesh01",2164,18.2,2880,15.2,2020,"reg"
"12","paulch01",1802,-14,2880,-7.5,2020,"reg"
"13","gallida01",1784,10.6,2880,7.8,2020,"reg"
"14","adamsst01",1750,-2.1,2880,-0.1,2020,"reg"
"15","fergute01",1323,-10.6,2880,-4,2020,"reg"
"16","schrode01",1509,-4.9,2880,-1.5,2020,"reg"
"17","diallha01",1080,-12,2880,-3.8,2020,"reg"
"18","bazleda01",904,4.8,2880,2.1,2020,"reg"
"19","naderab01",716,-13.7,2880,-2.9,2020,"reg"
"20","muscami01",697,-5.3,2880,-0.8,2020,"reg"
"21","noelne01",433,-5.2,2880,-0.5,2020,"reg"
"22","burtode02",238,-10.5,2880,-0.7,2020,"reg"
"23","fergute01",1790,8,2880,6.2,2020,"reg"
"24","gilgesh01",1780,2.6,2880,2.8,2020,"reg"
"25","adamsst01",1524,-1.8,2880,0.1,2020,"reg"
"26","gallida01",1301,3.7,2880,2.6,2020,"reg"
"27","paulch01",1144,6.7,2880,3.5,2020,"reg"
"28","bazleda01",1579,-1.4,2880,0.3,2020,"reg"
"29","schrode01",1520,16.6,2880,9.8,2020,"reg"
"30","noelne01",891,10.6,2880,3.9,2020,"reg"
"31","diallha01",761,-1.3,2880,0.2,2020,"reg"
"32","naderab01",748,-11,2880,-2.3,2020,"reg"
"33","burtode02",516,2.4,2880,0.8,2020,"reg"
"34","muscami01",465,-14.1,2880,-2,2020,"reg"
"35","pattoju01",381,-30.9,2880,-3.8,2020,"reg"
"36","gilgesh01",2155,2.4,2880,3.3,2020,"reg"
"37","gallida01",2093,-2.4,2880,-0.3,2020,"reg"
"38","paulch01",2035,-6.7,2880,-3.3,2020,"reg"
"39","adamsst01",1608,-5.3,2880,-1.8,2020,"reg"
"40","fergute01",1119,-2.8,2880,-0.3,2020,"reg"
"41","schrode01",2031,9.5,2880,8.1,2020,"reg"
"42","noelne01",1270,10.3,2880,5.4,2020,"reg"
"43","diallha01",1069,-3.4,2880,-0.5,2020,"reg"
"44","bazleda01",699,1.2,2880,0.8,2020,"reg"
"45","naderab01",318,9.7,2880,1.3,2020,"reg"
"46","burtode02",3,-351,2880,-0.4,2020,"reg"
