"","X","player_id","seconds","bpm","total","vorp","year","type"
"58",58,"rosede01",1480,13.6,2880,8,2020,"reg"
"59",59,"gallola01",1351,2,2880,1.9,2020,"reg"
"60",60,"brownbr01",1273,-13.8,2880,-5.2,2020,"reg"
"61",61,"woodch01",893,6.3,2880,2.6,2020,"reg"
"62",62,"makerth01",774,-9.3,2880,-2,2020,"reg"
"63",63,"brownbr01",2415,0,2880,1.7,2020,"reg"
"64",64,"drumman01",2331,13.6,2880,12.6,2020,"reg"
"65",65,"kennalu01",2242,0.3,2880,1.8,2020,"reg"
"66",66,"morrima02",2067,-5,2880,-2.2,2020,"reg"
"67",67,"snellto01",1836,-0.1,2880,1.2,2020,"reg"
"68",68,"gallola01",1657,0.4,2880,1.4,2020,"reg"
"69",69,"mykhasv01",898,-3.9,2880,-0.6,2020,"reg"
"70",70,"makerth01",549,-7.3,2880,-1,2020,"reg"
"71",71,"woodch01",405,-16.4,2880,-2,2020,"reg"
"72",72,"drumman01",2329,-5.4,2880,-2.7,2020,"reg"
"73",73,"brownbr01",2199,3.5,2880,4.2,2020,"reg"
"74",74,"kennalu01",2061,1.7,2880,2.6,2020,"reg"
"75",75,"snellto01",2031,-9.3,2880,-5.1,2020,"reg"
"76",76,"morrima02",851,-17.6,2880,-4.6,2020,"reg"
"77",77,"mykhasv01",1633,-3.7,2880,-1,2020,"reg"
"78",78,"gallola01",1324,2.3,2880,2,2020,"reg"
"79",79,"woodch01",1243,12.8,2880,6.4,2020,"reg"
"80",80,"makerth01",501,-16.7,2880,-2.6,2020,"reg"
"81",81,"bonejo01",114,-55.4,2880,-2.1,2020,"reg"
"82",82,"thomakh01",114,-8.4,2880,-0.3,2020,"reg"
"83",83,"drumman01",2094,8.4,2880,7.6,2020,"reg"
"84",84,"brownbr01",2050,-4.6,2880,-1.9,2020,"reg"
"85",85,"snellto01",1943,15.9,2880,12.1,2020,"reg"
"86",86,"kennalu01",1939,-9.4,2880,-5,2020,"reg"
"87",87,"morrima02",1764,10.7,2880,7.8,2020,"reg"
"88",88,"gallola01",1394,8.4,2880,5,2020,"reg"
"89",89,"woodch01",1116,-5.1,2880,-1.2,2020,"reg"
"90",90,"mykhasv01",937,-19.2,2880,-5.6,2020,"reg"
"91",91,"makerth01",786,4.2,2880,1.7,2020,"reg"
"92",92,"thomakh01",223,-8.3,2880,-0.5,2020,"reg"
"93",93,"bonejo01",154,-82.1,2880,-4.3,2020,"reg"
"94",94,"kennalu01",2478,4.5,2880,5.6,2020,"reg"
"95",95,"brownbr01",2224,-5.6,2880,-2.8,2020,"reg"
"96",96,"drumman01",2016,0,2880,1.4,2020,"reg"
"97",97,"snellto01",1990,-4,2880,-1.4,2020,"reg"
"98",98,"morrima02",1559,-1.6,2880,0.2,2020,"reg"
"99",99,"gallola01",1874,6.9,2880,5.8,2020,"reg"
"100",100,"mykhasv01",978,0.7,2880,0.9,2020,"reg"
"101",101,"woodch01",646,-11.8,2880,-2.2,2020,"reg"
"102",102,"makerth01",635,-8.3,2880,-1.4,2020,"reg"
"103",103,"kennalu01",2383,1.3,2880,2.7,2020,"reg"
"104",104,"snellto01",1859,5.1,2880,4.6,2020,"reg"
"105",105,"drumman01",1740,-4.3,2880,-1.4,2020,"reg"
"106",106,"griffbl01",1438,2.1,2880,2,2020,"reg"
"107",107,"rosede01",1194,-3.8,2880,-0.7,2020,"reg"
"108",108,"gallola01",1493,7,2880,4.7,2020,"reg"
"109",109,"morrima02",1442,-1.9,2880,0.1,2020,"reg"
"110",110,"makerth01",1140,-1.3,2880,0.3,2020,"reg"
"111",111,"brownbr01",810,-17.1,2880,-4.2,2020,"reg"
"112",112,"fraziti01",612,-8.5,2880,-1.4,2020,"reg"
"113",113,"mykhasv01",289,-48.3,2880,-4.6,2020,"reg"
"114",114,"kennalu01",2277,2.2,2880,3.3,2020,"reg"
"115",115,"brownbr01",2130,-1.7,2880,0.2,2020,"reg"
"116",116,"drumman01",1659,-5.1,2880,-1.8,2020,"reg"
"117",117,"snellto01",1418,-6.9,2880,-2.4,2020,"reg"
"118",118,"morrima02",1261,3.3,2880,2.3,2020,"reg"
"119",119,"gallola01",1719,-13.2,2880,-6.7,2020,"reg"
"120",120,"woodch01",1581,3.5,2880,3,2020,"reg"
"121",121,"makerth01",1221,8.6,2880,4.5,2020,"reg"
"122",122,"fraziti01",788,-1.4,2880,0.2,2020,"reg"
"123",123,"mykhasv01",346,12.2,2880,1.7,2020,"reg"
"124",124,"drumman01",2289,-6.6,2880,-3.7,2020,"reg"
"125",125,"kennalu01",2249,-2,2880,0,2020,"reg"
"126",126,"griffbl01",1778,-5.1,2880,-1.9,2020,"reg"
"127",127,"brownbr01",1349,8.1,2880,4.7,2020,"reg"
"128",128,"snellto01",516,-8.1,2880,-1.1,2020,"reg"
"129",129,"gallola01",2254,13.9,2880,12.4,2020,"reg"
"130",130,"rosede01",1562,-2.9,2880,-0.5,2020,"reg"
"131",131,"morrima02",1102,-8.2,2880,-2.4,2020,"reg"
"132",132,"mykhasv01",710,-16.5,2880,-3.6,2020,"reg"
"133",133,"woodch01",383,-0.2,2880,0.2,2020,"reg"
"134",134,"makerth01",208,-11.7,2880,-0.7,2020,"reg"
"135",135,"gallola01",2398,-9,2880,-5.8,2020,"reg"
"136",136,"kennalu01",2306,-5.8,2880,-3,2020,"reg"
"137",137,"drumman01",2011,-3.9,2880,-1.3,2020,"reg"
"138",138,"brownbr01",1792,-6.3,2880,-2.7,2020,"reg"
"139",139,"griffbl01",1788,-6.3,2880,-2.7,2020,"reg"
"140",140,"rosede01",1466,1.3,2880,1.7,2020,"reg"
"141",141,"woodch01",1100,12.8,2880,5.7,2020,"reg"
"142",142,"mykhasv01",880,-3.3,2880,-0.4,2020,"reg"
"143",143,"makerth01",331,2.9,2880,0.6,2020,"reg"
"144",144,"morrima02",328,28.2,2880,3.4,2020,"reg"
"145",145,"brownbr01",1995,8.2,2880,7.1,2020,"reg"
"146",146,"griffbl01",1965,-3.3,2880,-0.9,2020,"reg"
"147",147,"kennalu01",1873,-1.3,2880,0.5,2020,"reg"
"148",148,"drumman01",1653,-2.7,2880,-0.4,2020,"reg"
"149",149,"gallola01",1641,-6.8,2880,-2.7,2020,"reg"
"150",150,"mykhasv01",1916,-5.4,2880,-2.3,2020,"reg"
"151",151,"rosede01",1058,9.7,2880,4.3,2020,"reg"
"152",152,"morrima02",758,11.2,2880,3.5,2020,"reg"
"153",153,"woodch01",720,29.6,2880,7.9,2020,"reg"
"154",154,"makerth01",664,6.8,2880,2,2020,"reg"
"155",155,"fraziti01",157,-27.2,2880,-1.4,2020,"reg"
"156",156,"gallola01",2380,0.6,2880,2.1,2020,"reg"
"157",157,"drumman01",2207,-0.5,2880,1.1,2020,"reg"
"158",158,"morrima02",2056,-5.2,2880,-2.3,2020,"reg"
"159",159,"kennalu01",1837,-12.6,2880,-6.8,2020,"reg"
"160",160,"brownbr01",1353,10.9,2880,6.1,2020,"reg"
"161",161,"rosede01",1571,8.1,2880,5.5,2020,"reg"
"162",162,"mykhasv01",1111,5.9,2880,3,2020,"reg"
"163",163,"woodch01",690,-15.2,2880,-3.2,2020,"reg"
"164",164,"makerth01",673,-9,2880,-1.6,2020,"reg"
"165",165,"fraziti01",283,-11.1,2880,-0.9,2020,"reg"
"166",166,"doumbse01",134,-20.7,2880,-0.9,2020,"reg"
"167",167,"bonejo01",105,47.8,2880,1.8,2020,"reg"
"168",168,"gallola01",2222,2.4,2880,3.4,2020,"reg"
"169",169,"kennalu01",2045,13.2,2880,10.8,2020,"reg"
"170",170,"griffbl01",1879,-1.1,2880,0.6,2020,"reg"
"171",171,"brownbr01",1842,-4.7,2880,-1.7,2020,"reg"
"172",172,"drumman01",1819,-4.9,2880,-1.8,2020,"reg"
"173",173,"mykhasv01",1331,4.2,2880,2.9,2020,"reg"
"174",174,"rosede01",1200,-16.7,2880,-6.1,2020,"reg"
"175",175,"morrima02",1001,0.6,2880,0.9,2020,"reg"
"176",176,"woodch01",908,17.8,2880,6.2,2020,"reg"
"177",177,"makerth01",153,7.3,2880,0.5,2020,"reg"
"178",178,"drumman01",2276,2.6,2880,3.6,2020,"reg"
"179",179,"kennalu01",2098,-2.2,2880,-0.1,2020,"reg"
"180",180,"griffbl01",1844,5.6,2880,4.9,2020,"reg"
"181",181,"gallola01",1733,-5.6,2880,-2.2,2020,"reg"
"182",182,"brownbr01",1365,4,2880,2.8,2020,"reg"
"183",183,"rosede01",1515,0.6,2880,1.4,2020,"reg"
"184",184,"snellto01",1171,-14.3,2880,-5,2020,"reg"
"185",185,"morrima02",1036,6.8,2880,3.2,2020,"reg"
"186",186,"mykhasv01",758,-13.3,2880,-3,2020,"reg"
"187",187,"woodch01",604,-6.8,2880,-1,2020,"reg"
"188",188,"drumman01",2258,-3.7,2880,-1.3,2020,"reg"
"189",189,"kennalu01",1999,3.6,2880,3.9,2020,"reg"
"190",190,"griffbl01",1904,-5.3,2880,-2.2,2020,"reg"
"191",191,"gallola01",1631,-4.5,2880,-1.4,2020,"reg"
"192",192,"brownbr01",1576,-7,2880,-2.7,2020,"reg"
"193",193,"rosede01",1312,15.2,2880,7.8,2020,"reg"
"194",194,"snellto01",1257,1.2,2880,1.4,2020,"reg"
"195",195,"morrima02",976,7.5,2880,3.2,2020,"reg"
"196",196,"mykhasv01",873,-8.2,2880,-1.9,2020,"reg"
"197",197,"woodch01",614,-19.6,2880,-3.8,2020,"reg"
"198",198,"kennalu01",1850,7,2880,5.8,2020,"reg"
"199",199,"brownbr01",1592,2.4,2880,2.4,2020,"reg"
"200",200,"drumman01",1559,-2,2880,0,2020,"reg"
"201",201,"griffbl01",1316,-9.1,2880,-3.2,2020,"reg"
"202",202,"snellto01",1040,-7.7,2880,-2.1,2020,"reg"
"203",203,"mykhasv01",1352,2.9,2880,2.3,2020,"reg"
"204",204,"woodch01",1321,22.2,2880,11.1,2020,"reg"
"205",205,"morrima02",1277,1.9,2880,1.7,2020,"reg"
"206",206,"gallola01",1231,3.7,2880,2.4,2020,"reg"
"207",207,"rosede01",1133,11.1,2880,5.2,2020,"reg"
"208",208,"fraziti01",287,1.3,2880,0.3,2020,"reg"
"209",209,"makerth01",287,1.8,2880,0.4,2020,"reg"
"210",210,"doumbse01",155,10.9,2880,0.7,2020,"reg"
"211",211,"drumman01",1852,7.8,2880,6.3,2020,"reg"
"212",212,"griffbl01",1418,11,2880,6.4,2020,"reg"
"213",213,"kennalu01",1324,1,2880,1.4,2020,"reg"
"214",214,"snellto01",1321,-12.2,2880,-4.7,2020,"reg"
"215",215,"brownbr01",1139,0,2880,0.8,2020,"reg"
"216",216,"mykhasv01",1556,-1.3,2880,0.4,2020,"reg"
"217",217,"gallola01",1330,10.1,2880,5.6,2020,"reg"
"218",218,"rosede01",1305,-1,2880,0.5,2020,"reg"
"219",219,"woodch01",1215,6.1,2880,3.4,2020,"reg"
"220",220,"morrima02",995,9.4,2880,3.9,2020,"reg"
"221",221,"fraziti01",436,11.7,2880,2.1,2020,"reg"
"222",222,"makerth01",280,7.5,2880,0.9,2020,"reg"
"223",223,"doumbse01",229,-30.4,2880,-2.3,2020,"reg"
"224",224,"drumman01",1974,11.2,2880,9,2020,"reg"
"225",225,"griffbl01",1849,-9.1,2880,-4.6,2020,"reg"
"226",226,"mykhasv01",1657,-4.1,2880,-1.2,2020,"reg"
"227",227,"snellto01",1605,-4.9,2880,-1.6,2020,"reg"
"228",228,"brownbr01",1277,-15.1,2880,-5.8,2020,"reg"
"229",229,"gallola01",2260,3.9,2880,4.6,2020,"reg"
"230",230,"rosede01",1519,-1,2880,0.5,2020,"reg"
"231",231,"morrima02",921,-12.4,2880,-3.3,2020,"reg"
"232",232,"woodch01",855,-5.2,2880,-1,2020,"reg"
"233",233,"doumbse01",161,-13.9,2880,-0.7,2020,"reg"
"234",234,"fraziti01",161,-0.6,2880,0.1,2020,"reg"
"235",235,"makerth01",161,47.6,2880,2.8,2020,"reg"
"236",236,"drumman01",2451,8.1,2880,8.6,2020,"reg"
"237",237,"kennalu01",1916,-2.2,2880,-0.1,2020,"reg"
"238",238,"griffbl01",1915,11.4,2880,8.9,2020,"reg"
"239",239,"snellto01",1553,-2,2880,0,2020,"reg"
"240",240,"brownbr01",1420,4.6,2880,3.3,2020,"reg"
"241",241,"gallola01",1694,-5.2,2880,-1.9,2020,"reg"
"242",242,"rosede01",1543,-0.2,2880,1,2020,"reg"
"243",243,"woodch01",1020,-4.6,2880,-0.9,2020,"reg"
"244",244,"mykhasv01",512,-12.3,2880,-1.8,2020,"reg"
"245",245,"makerth01",373,-16.6,2880,-1.9,2020,"reg"
"246",246,"griffbl01",2044,-12.7,2880,-7.6,2020,"reg"
"247",247,"brownbr01",1573,-0.8,2880,0.7,2020,"reg"
"248",248,"kennalu01",1500,0.9,2880,1.5,2020,"reg"
"249",249,"drumman01",1472,-4.6,2880,-1.3,2020,"reg"
"250",250,"snellto01",1417,1.4,2880,1.7,2020,"reg"
"251",251,"rosede01",1702,7.6,2880,5.7,2020,"reg"
"252",252,"gallola01",1234,9.8,2880,5.1,2020,"reg"
"253",253,"mykhasv01",1214,10.2,2880,5.1,2020,"reg"
"254",254,"morrima02",1137,-8.5,2880,-2.6,2020,"reg"
"255",255,"woodch01",921,1.3,2880,1.1,2020,"reg"
"256",256,"makerth01",186,1.6,2880,0.2,2020,"reg"
"257",257,"drumman01",2065,5.3,2880,5.2,2020,"reg"
"258",258,"kennalu01",2019,-9.4,2880,-5.2,2020,"reg"
"259",259,"griffbl01",1779,-12,2880,-6.2,2020,"reg"
"260",260,"snellto01",1699,-0.1,2880,1.1,2020,"reg"
"261",261,"brownbr01",1334,1.2,2880,1.5,2020,"reg"
"262",262,"rosede01",1546,5.1,2880,3.8,2020,"reg"
"263",263,"gallola01",1216,-11.3,2880,-3.9,2020,"reg"
"264",264,"morrima02",1002,12.3,2880,5,2020,"reg"
"265",265,"woodch01",815,9.7,2880,3.3,2020,"reg"
"266",266,"mykhasv01",727,-8.6,2880,-1.7,2020,"reg"
"267",267,"fraziti01",99,32.9,2880,1.2,2020,"reg"
"268",268,"makerth01",99,17.6,2880,0.7,2020,"reg"
"269",269,"kennalu01",2063,4.7,2880,4.8,2020,"reg"
"270",270,"snellto01",1946,6,2880,5.4,2020,"reg"
"271",271,"brownbr01",1838,11.6,2880,8.7,2020,"reg"
"272",272,"makerth01",1509,-5.2,2880,-1.7,2020,"reg"
"273",273,"griffbl01",920,-17.6,2880,-5,2020,"reg"
"274",274,"morrima02",1643,-2.3,2880,-0.2,2020,"reg"
"275",275,"rosede01",1617,4.4,2880,3.6,2020,"reg"
"276",276,"woodch01",1306,1.1,2880,1.4,2020,"reg"
"277",277,"gallola01",1260,-0.1,2880,0.8,2020,"reg"
"278",278,"mykhasv01",298,-33.3,2880,-3.2,2020,"reg"
"279",279,"kennalu01",2203,-4.4,2880,-1.8,2020,"reg"
"280",280,"morrima02",1953,-2,2880,0,2020,"reg"
"281",281,"brownbr01",1595,11.8,2880,7.6,2020,"reg"
"282",282,"snellto01",1564,-3.3,2880,-0.7,2020,"reg"
"283",283,"makerth01",1174,-5.6,2880,-1.5,2020,"reg"
"284",284,"gallola01",1733,-8.8,2880,-4.1,2020,"reg"
"285",285,"rosede01",1713,3.8,2880,3.4,2020,"reg"
"286",286,"woodch01",1706,-11.2,2880,-5.4,2020,"reg"
"287",287,"mykhasv01",759,0.3,2880,0.6,2020,"reg"
"288",288,"drumman01",2234,1.8,2880,2.9,2020,"reg"
"289",289,"griffbl01",1939,0.7,2880,1.8,2020,"reg"
"290",290,"kennalu01",1913,-1.3,2880,0.5,2020,"reg"
"291",291,"snellto01",1580,-5.2,2880,-1.8,2020,"reg"
"292",292,"brownbr01",1182,-3.9,2880,-0.8,2020,"reg"
"293",293,"rosede01",1702,1,2880,1.8,2020,"reg"
"294",294,"gallola01",1300,1.1,2880,1.4,2020,"reg"
"295",295,"mykhasv01",963,-4.6,2880,-0.9,2020,"reg"
"296",296,"morrima02",941,-14.3,2880,-4,2020,"reg"
"297",297,"woodch01",377,18.4,2880,2.7,2020,"reg"
"298",298,"makerth01",269,-3.6,2880,-0.1,2020,"reg"
"299",299,"snellto01",1904,-6.9,2880,-3.2,2020,"reg"
"300",300,"morrima02",1877,-2.8,2880,-0.5,2020,"reg"
"301",301,"drumman01",1851,1.6,2880,2.3,2020,"reg"
"302",302,"brownbr01",1671,-2.5,2880,-0.3,2020,"reg"
"303",303,"mykhasv01",1661,-2.8,2880,-0.5,2020,"reg"
"304",304,"gallola01",1602,-3.6,2880,-0.9,2020,"reg"
"305",305,"rosede01",1414,-3.5,2880,-0.7,2020,"reg"
"306",306,"makerth01",1402,-0.8,2880,0.6,2020,"reg"
"307",307,"doumbse01",590,-14.9,2880,-2.6,2020,"reg"
"308",308,"fraziti01",428,13.2,2880,2.3,2020,"reg"
"309",309,"drumman01",2225,-3.3,2880,-1,2020,"reg"
"310",310,"morrima02",2192,2.2,2880,3.2,2020,"reg"
"311",311,"brownbr01",1967,-15,2880,-8.9,2020,"reg"
"312",312,"snellto01",1902,5.7,2880,5.1,2020,"reg"
"313",313,"kennalu01",1885,-11.5,2880,-6.2,2020,"reg"
"314",314,"fraziti01",1704,6,2880,4.7,2020,"reg"
"315",315,"gallola01",944,0.6,2880,0.9,2020,"reg"
"316",316,"mykhasv01",847,-8.8,2880,-2,2020,"reg"
"317",317,"makerth01",734,4.5,2880,1.7,2020,"reg"
"318",318,"mykhasv01",1931,1.9,2880,2.6,2020,"reg"
"319",319,"snellto01",1896,-9.4,2880,-4.9,2020,"reg"
"320",320,"griffbl01",1648,-14.7,2880,-7.3,2020,"reg"
"321",321,"fraziti01",1362,-4.9,2880,-1.4,2020,"reg"
"322",322,"makerth01",580,-16,2880,-2.8,2020,"reg"
"323",323,"drumman01",1947,9.4,2880,7.7,2020,"reg"
"324",324,"gallola01",1874,-8.6,2880,-4.3,2020,"reg"
"325",325,"rosede01",1517,5.4,2880,3.9,2020,"reg"
"326",326,"morrima02",1328,4.2,2880,2.9,2020,"reg"
"327",327,"woodch01",255,19.5,2880,1.9,2020,"reg"
"328",328,"doumbse01",58,2.2,2880,0.1,2020,"reg"
"329",329,"fraziti01",1615,10.1,2880,6.8,2020,"reg"
"330",330,"griffbl01",1579,-3.9,2880,-1,2020,"reg"
"331",331,"mykhasv01",1473,0.9,2880,1.5,2020,"reg"
"332",332,"drumman01",1470,-5,2880,-1.5,2020,"reg"
"333",333,"snellto01",1356,-11.3,2880,-4.4,2020,"reg"
"334",334,"brownbr01",1642,13.4,2880,8.8,2020,"reg"
"335",335,"woodch01",1410,13.7,2880,7.7,2020,"reg"
"336",336,"rosede01",1265,8.8,2880,4.7,2020,"reg"
"337",337,"gallola01",1066,-6.9,2880,-1.8,2020,"reg"
"338",338,"makerth01",783,5,2880,1.9,2020,"reg"
"339",339,"morrima02",518,-11.3,2880,-1.7,2020,"reg"
"340",340,"kinglo02",223,-6.9,2880,-0.4,2020,"reg"
"341",341,"drumman01",2246,3.1,2880,4,2020,"reg"
"342",342,"griffbl01",1733,-12.4,2880,-6.3,2020,"reg"
"343",343,"fraziti01",1337,-13.2,2880,-5.2,2020,"reg"
"344",344,"snellto01",1169,-8.4,2880,-2.6,2020,"reg"
"345",345,"mykhasv01",826,-9.3,2880,-2.1,2020,"reg"
"346",346,"brownbr01",1958,-2.7,2880,-0.5,2020,"reg"
"347",347,"rosede01",1639,9.8,2880,6.7,2020,"reg"
"348",348,"gallola01",1620,2.2,2880,2.4,2020,"reg"
"349",349,"woodch01",1364,-9.9,2880,-3.7,2020,"reg"
"350",350,"makerth01",321,-22.7,2880,-2.3,2020,"reg"
"351",351,"kinglo02",187,28.1,2880,2,2020,"reg"
"352",352,"brownbr01",2201,-4.9,2880,-2.2,2020,"reg"
"353",353,"drumman01",2190,-1.5,2880,0.4,2020,"reg"
"354",354,"mykhasv01",1901,3,2880,3.3,2020,"reg"
"355",355,"snellto01",1692,-6.3,2880,-2.5,2020,"reg"
"356",356,"fraziti01",1029,-7.7,2880,-2,2020,"reg"
"357",357,"woodch01",1695,-3.8,2880,-1.1,2020,"reg"
"358",358,"rosede01",1576,8.7,2880,5.9,2020,"reg"
"359",359,"gallola01",1158,-7.4,2880,-2.2,2020,"reg"
"360",360,"makerth01",690,-8.1,2880,-1.5,2020,"reg"
"361",361,"kinglo02",149,-28.3,2880,-1.4,2020,"reg"
"362",362,"doumbse01",119,-6.4,2880,-0.2,2020,"reg"
"363",363,"mykhasv01",1723,-4.2,2880,-1.3,2020,"reg"
"364",364,"doumbse01",1626,-5.6,2880,-2,2020,"reg"
"365",365,"drumman01",1612,-8.4,2880,-3.6,2020,"reg"
"366",366,"snellto01",1488,2.6,2880,2.4,2020,"reg"
"367",367,"fraziti01",713,-10.8,2880,-2.2,2020,"reg"
"368",368,"brownbr01",1822,3.9,2880,3.7,2020,"reg"
"369",369,"rosede01",1620,-4.3,2880,-1.3,2020,"reg"
"370",370,"woodch01",1470,2,2880,2,2020,"reg"
"371",371,"gallola01",1316,0.8,2880,1.3,2020,"reg"
"372",372,"makerth01",874,9.3,2880,3.4,2020,"reg"
"373",373,"kinglo02",136,-14.9,2880,-0.6,2020,"reg"
"374",374,"doumbse01",2294,4.4,2880,5.1,2020,"reg"
"375",375,"mykhasv01",1823,-7.1,2880,-3.2,2020,"reg"
"376",376,"drumman01",1719,-0.9,2880,0.7,2020,"reg"
"377",377,"snellto01",1293,1.5,2880,1.6,2020,"reg"
"378",378,"fraziti01",1039,8.1,2880,3.6,2020,"reg"
"379",379,"brownbr01",1820,1.7,2880,2.3,2020,"reg"
"380",380,"rosede01",1693,-2.8,2880,-0.5,2020,"reg"
"381",381,"gallola01",1205,-3.9,2880,-0.8,2020,"reg"
"382",382,"woodch01",1085,-6,2880,-1.5,2020,"reg"
"383",383,"makerth01",429,-16,2880,-2.1,2020,"reg"
"384",384,"drumman01",2431,-6,2880,-3.4,2020,"reg"
"385",385,"doumbse01",2041,-8.1,2880,-4.3,2020,"reg"
"386",386,"woodch01",1781,2.1,2880,2.5,2020,"reg"
"387",387,"snellto01",787,-13.4,2880,-3.1,2020,"reg"
"388",388,"fraziti01",320,-33.5,2880,-3.5,2020,"reg"
"389",389,"mykhasv01",1897,6.2,2880,5.4,2020,"reg"
"390",390,"rosede01",1733,11.9,2880,8.4,2020,"reg"
"391",391,"brownbr01",1599,-4.2,2880,-1.2,2020,"reg"
"392",392,"gallola01",1362,19.7,2880,10.3,2020,"reg"
"393",393,"makerth01",449,-15.6,2880,-2.1,2020,"reg"
"394",394,"drumman01",2306,7.1,2880,7.3,2020,"reg"
"395",395,"mykhasv01",2070,-2.3,2880,-0.2,2020,"reg"
"396",396,"doumbse01",2002,-1.7,2880,0.2,2020,"reg"
"397",397,"snellto01",1839,6.2,2880,5.2,2020,"reg"
"398",398,"brownbr01",1693,-1.3,2880,0.4,2020,"reg"
"399",399,"rosede01",1832,-3.5,2880,-1,2020,"reg"
"400",400,"gallola01",1159,-19.2,2880,-6.9,2020,"reg"
"401",401,"woodch01",801,-10.6,2880,-2.4,2020,"reg"
"402",402,"makerth01",698,-3.7,2880,-0.4,2020,"reg"
"403",403,"drumman01",2940,-1.3,3180,0.6,2020,"reg"
"404",404,"brownbr01",2270,12.2,3180,10.1,2020,"reg"
"405",405,"snellto01",2136,-5.2,3180,-2.1,2020,"reg"
"406",406,"mykhasv01",1767,-6.6,3180,-2.6,2020,"reg"
"407",407,"doumbse01",1183,0.4,3180,0.9,2020,"reg"
"408",408,"rosede01",2142,-3.4,3180,-0.9,2020,"reg"
"409",409,"makerth01",1507,-6.6,3180,-2.2,2020,"reg"
"410",410,"gallola01",1100,0.6,3180,0.9,2020,"reg"
"411",411,"woodch01",855,-19.6,3180,-4.7,2020,"reg"
