"player_id","t_p_value","t","ks_p_value","D","ad_p_value","AD","tadj","kadj","aadj"
"cassesa01",0.0960055875883507,1.6775276849332,0.180011084806432,0.126387925052047,0.15167,1.61,0.282198242305152,0.485029867395109,0.358829024390244
"wallara01",0.857022450601356,-0.180433751529868,0.696681985469981,0.0696096498575976,0.29158,1.14,0.923679752314794,0.933958174078282,0.532476111111111
"finlemi01",0.19870856233322,-1.29036462834513,0.570892109264783,0.0741505904687456,0.34924,1.01,0.481868263658058,0.851680260798146,0.555040158730159
"onealsh01",0.232512417032222,-1.19641600337862,0.430850476065597,0.0648311739301139,0.24759,1.25,0.524504754700595,0.720560278937291,0.470906470588235
"terryja01",0.605682976347906,-0.517393920644931,0.971783101522128,0.0482598836636104,0.93313,0.306,0.811420159610646,0.997707514385924,0.973264623655914
"smartma01",0.268664300830023,-1.11029936635527,0.138175290754095,0.121136653895275,0.30698,1.1,0.559048112935336,0.406151612216581,0.541401090909091
"princta01",0.0406729723298063,-2.06398409121216,0.0964221539178232,0.125058526079221,0.043648,2.61,0.15174147369197,0.346405515926994,0.156809481481481
"horfoal01",0.12035209581732,-1.55857219057113,0.629784220695816,0.0586301999540336,0.27097,1.19,0.307214560375791,0.885348831992669,0.505463269230769
"brownja02",0.103634680974302,-1.6354172701012,0.120762985719977,0.117990304626249,0.14656,1.64,0.29566364866198,0.400083380839928,0.358829024390244
"irvinky01",0.67117253526765,0.425559936499204,0.51694766816189,0.0886917009602195,0.35998,0.994,0.845503063908598,0.808772964704892,0.555040158730159
"tatumja01",0.0764028553453562,-1.7830475385022,0.203838924414127,0.111034292035398,0.12555,1.76,0.247035898949985,0.501616707729185,0.3382875
"holidjr01",0.0169663223869535,-2.46114048307574,0.177057504292716,0.163265306122449,0.021385,3.21,0.0904158819093106,0.485029867395109,0.105933238095238
"cheekma01",0.439311197669813,-0.778299248675753,0.488461101427266,0.12283854478655,0.53342,0.731,0.710219769566197,0.789678780640746,0.755643857142857
"malonmo01",0.243982591254632,-1.18624569679063,0.720020441165552,0.12869970069837,0.31287,1.09,0.525918030037763,0.943810578284575,0.541935535714286
"barklch01",0.228311369478666,-1.20958062536104,0.254922136266129,0.0975247614391511,0.23009,1.31,0.524504754700595,0.561987436768512,0.455484285714286
"robincl01",0.430436542892892,-0.804857827498386,0.626211487462685,0.175381263616558,0.63689,0.612,0.710219769566197,0.885348831992669,0.802315974025974
"mckeyde01",0.415394145169837,0.81658728809794,0.401644152949102,0.0868019582749304,0.33899,1.04,0.710219769566197,0.70759596591605,0.548518833333333
"iguodan01",0.625374139729363,-0.488849320301097,0.870336134739162,0.048584150005416,0.65633,0.59,0.811420159610646,0.94455306253572,0.816205256410256
"howardw01",0.300979864514756,-1.03791813214934,0.381712745808414,0.0854827586206896,0.36049,0.993,0.561443208806371,0.70759596591605,0.555040158730159
"hillge01",0.807626865336049,-0.243898640479359,0.995268220841956,0.0422546903536444,0.99162,0.197,0.916488794212286,0.997707514385924,0.99162
"millspa01",0.0878190830912154,1.71546326694098,0.0443238077040794,0.121658514389717,0.070642,2.21,0.266201595620247,0.201841781413316,0.201537470588235
"hardeja01",0.60010607929457,-0.525184641714483,0.413415306436917,0.0783347821887376,0.33651,1.04,0.811420159610646,0.70759596591605,0.548518833333333
"lowryky01",0.0806634809165558,1.75742060306679,0.306590675053433,0.0944736029638778,0.16069,1.57,0.252398633835675,0.619568655837145,0.365126046511628
"johnske02",0.635751877633083,0.474780504661998,0.253132306876766,0.106270627062706,0.14845,1.63,0.811420159610646,0.561987436768512,0.358829024390244
"majerda01",0.49951046841569,-0.676907802306173,0.212023556875223,0.10187265917603,0.24509,1.26,0.75707055369253,0.501616707729185,0.470906470588235
"jamesle01",7.80053509009873e-07,-5.02131731607629,1.25429764563706e-06,0.172253030377386,3.2969e-08,14.6,3.78325951869789e-05,8.69572002172916e-05,3.197993e-06
"mariosh01",0.47617210888328,0.71445127887053,0.496784042014185,0.0840928129510199,0.62166,0.628,0.736674876774152,0.789968066809442,0.802315974025974
"smithjr01",0.746497045473842,0.323719167998451,0.669321667874436,0.0659778717865278,0.54531,0.716,0.88305138306052,0.914425377236906,0.755643857142857
"jefferi01",0.73757954565594,0.335548668512857,0.284661748937714,0.0890457085542341,0.14382,1.65,0.88305138306052,0.61106734313595,0.358829024390244
"jacksma01",0.281758733938694,-1.080136936908,0.642076335394809,0.06992706992707,0.51486,0.754,0.559793049252805,0.889734350475663,0.745394328358209
"odomla01",0.98384345243488,0.0202880009244885,0.796791608443074,0.0656530620110225,0.97448,0.242,0.994091821731077,0.94455306253572,0.99162
"paulch01",0.518284153048314,-0.647254678307786,0.291034404319634,0.0834575260804769,0.17251,1.52,0.773439428395177,0.61106734313595,0.375115869565217
"martike01",0.270878982556297,-1.10511246304113,0.324331461204342,0.0968137254901961,0.16186,1.56,0.559048112935336,0.629203034736424,0.365126046511628
"leonaka01",0.00311530484073247,-2.99866658993974,0.0020025625559411,0.172661870503597,0.00018889,7.51,0.0346105365887315,0.027749795418041,0.00261747571428571
"georgpa01",0.457656747541367,-0.744908791385478,0.850771638981188,0.0622739018087856,0.80027,0.447,0.727749254287092,0.94455306253572,0.882688977272727
"ibakase01",0.478458940585274,-0.710846869581722,0.815155305767048,0.0657955865272938,0.77095,0.476,0.736674876774152,0.94455306253572,0.882688977272727
"westbru01",0.797889233698502,-0.256905646622879,0.765080098314085,0.080333297724602,0.67287,0.573,0.916488794212286,0.94455306253572,0.826182151898734
"bibbymi01",0.840256179502328,0.201966777050783,0.766720522775147,0.0697722567287785,0.60907,0.642,0.916488794212286,0.94455306253572,0.802268648648649
"portete01",0.119890126755171,1.59205199340675,0.0261856290510983,0.265046296296296,0.0067178,4.23,0.307214560375791,0.169333734530435,0.0465447571428571
"greenac01",0.296131384525788,1.04728299592699,0.192572174728225,0.0933741080530071,0.12936,1.73,0.561443208806371,0.501616707729185,0.339132972972973
"arizatr01",0.575331804510116,-0.561730024470484,0.0781099278924099,0.130889548921986,0.069788,2.22,0.808799783151902,0.31569429189849,0.201537470588235
"stockjo01",0.972219059436374,-0.0348640062756169,0.977606243868606,0.0372998012625672,0.90084,0.344,0.992686829108719,0.997707514385924,0.949798695652174
"malonka01",0.354678976429282,0.927316064864963,0.296084176571027,0.0747433899209459,0.40493,0.915,0.637108531734081,0.61106734313595,0.61372203125
"hornaje01",0.717527680638841,0.36232370530126,0.566786014399765,0.0721401204159825,0.45233,0.841,0.870002312774595,0.851680260798146,0.675015538461539
"fishede01",0.0032112868999854,-2.96970740071841,0.0119325890387702,0.114200528843559,0.0038722,4.73,0.0346105365887315,0.0997180817326742,0.0313002833333333
"divacvl01",0.549626457043649,-0.599857260556785,0.756319776978424,0.0678750660940065,0.80079,0.447,0.807784338382333,0.94455306253572,0.882688977272727
"ewingpa01",0.99977140799003,0.000286919125989655,0.787099366013727,0.0591583241983608,0.55763,0.701,0.99977140799003,0.94455306253572,0.761832535211267
"kiddja01",0.340222602927484,-0.956012252451387,0.783202957557099,0.0554648155709814,0.71183,0.534,0.622671556301244,0.94455306253572,0.859715731707317
"johnsma02",0.434128177392699,-0.783896978446069,0.20936685942337,0.106332208124782,0.33929,1.03,0.710219769566197,0.501616707729185,0.548518833333333
"worthja01",0.0440565274091884,-2.03048807600263,0.123737128094823,0.114967832945049,0.04346,2.61,0.158277154025603,0.400083380839928,0.156809481481481
"perkisa01",0.826819978405236,-0.219128991728131,0.579493785697708,0.0704129333852746,0.72456,0.521,0.916488794212286,0.851680260798146,0.859715731707317
"bryanko01",0.00686968432084842,-2.72184322711073,0.0456763094620066,0.0999662299067945,0.011137,3.78,0.0666359379122297,0.201841781413316,0.0635464117647059
"kerseje01",0.633338864519824,-0.48114799143628,0.876133095031147,0.103333333333333,0.86234,0.387,0.811420159610646,0.94455306253572,0.924218131868132
"horryro01",1.55887551223623e-05,-4.38365289345714,0.000282248613313633,0.148903401602322,5.4953e-06,10.5,0.000504036415623047,0.00684452887285561,0.000177681366666667
"nashst01",0.56685284421964,-0.573934583445547,0.949311338549079,0.0505494505494506,0.86477,0.383,0.808799783151902,0.997707514385924,0.924218131868132
"gasolma01",0.435949628482392,-0.784684281832817,0.780585384278405,0.110245901639344,0.50653,0.768,0.710219769566197,0.94455306253572,0.744445606060606
"nowitdi01",0.0283914123730144,-2.21042841062652,0.0457785483617829,0.121058900601513,0.022094,3.19,0.125180318190109,0.201841781413316,0.105933238095238
"millere01",0.0112821204186017,-2.56195651900259,0.0456054125134142,0.121527777777778,0.0056999,4.39,0.0769545670410098,0.201841781413316,0.0425300230769231
"davisda01",0.619862636529479,0.496961808913771,0.374114171629851,0.08841111337545,0.57759,0.678,0.811420159610646,0.70759596591605,0.778142083333333
"thomais01",0.000626779523934883,-3.50357195666424,0.00378259789982104,0.186394578968636,0.00016493,7.64,0.00868537340309767,0.0407679995869601,0.00261747571428571
"laimbbi01",0.703412471362291,0.381508822435991,0.886127099904644,0.0605467642221087,0.76221,0.485,0.863683667368889,0.94455306253572,0.882688977272727
"dumarjo01",0.282782055808118,-1.07804134922855,0.702875739254789,0.0715260183200156,0.54481,0.717,0.559793049252805,0.933958174078282,0.755643857142857
"duranke01",0.838010107215869,-0.204772700355041,0.842920223493435,0.0582386363636364,0.72677,0.519,0.916488794212286,0.94455306253572,0.859715731707317
"curryst01",0.0649497304407283,-1.85562563991532,0.0826972225410793,0.111810833119859,0.045923,2.57,0.21724565009485,0.320865223459388,0.159090392857143
"thompkl01",0.840902089534984,-0.200981233000253,0.87658032045654,0.0514469966638466,0.77468,0.472,0.916488794212286,0.94455306253572,0.882688977272727
"greendr01",4.19664352463893e-05,-4.18641960935356,0.000138062390112999,0.1908007615108,8.5821e-06,10.1,0.00101768605472494,0.00446401728032029,0.000208115925
"olajuha01",0.0112578060646899,-2.57312053984605,0.000710859349705098,0.217610712322835,0.0014869,5.58,0.0769545670410098,0.0137906713842789,0.01442293
"drexlcl01",0.700851799516487,-0.385538545050288,0.871765634299272,0.0923986032769272,0.61204,0.64,0.863683667368889,0.94455306253572,0.802268648648649
"robinda01",0.0330386200084447,2.15020141591988,0.1071115996,0.115674500210048,0.064654,2.28,0.132730002298375,0.371065184328573,0.19707671875
"duncati01",0.0493298715010162,-1.97275664820279,0.0721543292558921,0.0883792416540734,0.065015,2.28,0.17089276912852,0.304303040774849,0.19707671875
"parketo01",0.240790005297977,1.17533850422242,0.252693901678119,0.0737216895415663,0.085924,2.05,0.525918030037763,0.561987436768512,0.238132228571429
"ginobma01",0.570562402831948,-0.567848930953358,0.315015073391642,0.0714329112166162,0.20645,1.38,0.808799783151902,0.623601267734475,0.426077659574468
